,quarter_Quarter1,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing,department_finishing ,department_sweing,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,probable_productivity
120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.75,28.08,1144.0,10530.0,69.0,0.0,0.0,0.0,58.5,0.8,1.0666666666666667
121,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.7,21.98,413.0,9720.0,40.0,0.0,0.0,0.0,58.0,0.700480831,1.0006869014285715
122,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.681060606,0.8513257575
123,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.8,2.9,1039.0,1800.0,0.0,0.0,0.0,0.0,10.0,0.666515152,0.8331439399999999
124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.8,31.83,568.0,9900.0,40.0,0.0,0.0,0.0,55.0,0.412119835,0.5151497937499999
125,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.7,4.15,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.330113636,0.4715909085714286
126,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.947689394,1.1846117424999998
127,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.8,3.94,1039.0,12600.0,0.0,0.0,0.0,0.0,20.0,0.919905405,1.1498817562499999
128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.8,26.16,1216.0,10620.0,88.0,0.0,0.0,0.0,59.0,0.900215716,1.125269645
129,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.891723485,1.11465435625
130,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8,26.16,1189.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311,1.06312788875
131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.8,28.08,942.0,10530.0,75.0,0.0,0.0,0.0,58.5,0.850181818,1.0627272724999999
132,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.8,25.9,1050.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766,1.0626709575
133,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.8,25.9,1026.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766,1.0626709575
134,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.835757576,1.04469697
135,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.7,4.15,1039.0,3840.0,0.0,0.0,0.0,0.0,8.0,0.821354167,1.1733630957142858
136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.8,28.08,783.0,10050.0,63.0,0.0,0.0,0.0,58.5,0.800497246,1.0006215575
137,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.8,19.87,857.0,9900.0,50.0,0.0,0.0,0.0,55.0,0.800273829,1.00034228625
138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.8,11.61,548.0,15120.0,63.0,0.0,0.0,0.0,31.5,0.800107143,1.00013392875
139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.8,11.41,411.0,14640.0,50.0,0.0,0.0,0.0,30.5,0.800024932,1.000031165
140,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.75,28.08,1066.0,10530.0,69.0,0.0,0.0,0.0,58.5,0.8,1.0666666666666667
141,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.75,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.779791667,1.0397222226666667
142,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.735984848,0.9199810599999999
143,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.75,4.15,1039.0,2160.0,0.0,0.0,0.0,0.0,12.0,0.712626263,0.9501683506666666
144,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.681060606,0.8513257575
145,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.8,4.15,1039.0,900.0,0.0,0.0,0.0,0.0,5.0,0.515606061,0.6445075762499999
146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.35,12.52,287.0,25920.0,38.0,0.0,0.0,0.0,54.0,0.349951389,0.9998611114285715
147,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.7,42.41,724.0,10260.0,0.0,0.0,0.0,0.0,57.0,0.233705476,0.33386496571428576
148,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,3.94,1039.0,2160.0,0.0,0.0,0.0,0.0,8.0,0.985,1.23125
149,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.75,4.15,1039.0,2760.0,0.0,0.0,0.0,0.0,12.0,0.930340376,1.2404538346666667
150,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.8,3.94,1039.0,6000.0,0.0,0.0,0.0,0.0,20.0,0.911589744,1.13948718
151,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.858143939,1.07267992375
152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.8,26.16,1122.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.851174114,1.0639676425
153,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.8,25.9,970.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766,1.0626709575
154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.8,25.9,1158.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766,1.0626709575
155,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.846950758,1.0586884474999998
156,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.8,4.15,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.817424242,1.0217803024999998
157,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.817102273,1.02137784125
158,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.8,28.08,660.0,10440.0,63.0,0.0,0.0,0.0,58.0,0.801028213,1.00128526625
159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.8,28.08,749.0,10350.0,63.0,0.0,0.0,0.0,57.5,0.800594466,1.0007430824999999
160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.8,11.61,893.0,4710.0,50.0,0.0,0.0,0.0,31.5,0.800346445,1.00043305625
161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.8,11.41,887.0,5490.0,50.0,0.0,0.0,0.0,30.5,0.800343766,1.0004297075
162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,26.16,1335.0,10620.0,63.0,0.0,0.0,0.0,59.0,0.800117103,1.00014637875
163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.8,28.08,1082.0,10530.0,63.0,0.0,0.0,0.0,58.5,0.8,1.0
164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.75,19.87,1075.0,7080.0,45.0,0.0,0.0,0.0,56.0,0.750098351,1.0001311346666666
165,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.5,12.52,749.0,9540.0,38.0,0.0,0.0,0.0,53.0,0.673245283,1.346490566
166,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.670075758,0.8375946974999999
167,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.628882576,0.7861032199999999
168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.5,20.79,966.0,7680.0,0.0,0.0,0.0,0.0,56.0,0.388007813,0.776015626
169,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.5,4.15,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.337973485,0.67594697
170,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.75,4.15,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.93532197,1.24709596
171,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.8,3.94,1039.0,3600.0,0.0,0.0,0.0,0.0,20.0,0.925643939,1.1570549237499999
172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.8,26.16,1095.0,10620.0,88.0,0.0,0.0,0.0,59.0,0.900215716,1.125269645
173,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.873068182,1.0913352275
174,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.858143939,1.07267992375
175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8,26.16,1383.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311,1.06312788875
176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.8,25.9,1012.0,10170.0,45.0,0.0,0.0,0.0,56.5,0.850136766,1.0626709575
177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.8,25.9,1209.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766,1.0626709575
178,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.828295455,1.03536931875
179,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.820833333,1.02604166625
180,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.8,11.41,887.0,5490.0,50.0,0.0,0.0,0.0,30.5,0.800343766,1.0004297075
181,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.8,11.61,896.0,5670.0,50.0,0.0,0.0,0.0,31.5,0.800246753,1.00030844125
182,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.8,28.08,805.0,10530.0,63.0,0.0,0.0,0.0,58.5,0.8,1.0
183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.8,28.08,762.0,10530.0,38.0,0.0,0.0,0.0,58.5,0.8,1.0
184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.8,19.87,1043.0,6420.0,0.0,0.0,0.0,0.0,55.0,0.690182815,0.86272851875
185,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.8,4.15,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.668087121,0.8351089012499999
186,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.653598485,0.8169981062499999
187,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.5,4.15,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.609138258,1.218276516
188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.6,12.52,831.0,9540.0,30.0,0.0,0.0,0.0,53.0,0.600229846,1.0003830766666666
189,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.597348485,0.74668560625
190,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.590435606,0.7380445075
191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.8,50.48,562.0,10440.0,0.0,0.0,0.0,0.0,58.0,0.473134796,0.591418495
192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.6,20.79,1208.0,7980.0,0.0,0.0,0.0,0.0,57.0,0.452979626,0.7549660433333334
193,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.955151515,1.1939393937499998
194,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.35,4.3,1039.0,3240.0,0.0,0.0,0.0,0.0,18.0,0.942213805,2.692039442857143
195,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8,4.15,1039.0,1800.0,0.0,0.0,0.0,0.0,10.0,0.905454545,1.1318181812499999
196,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.880530303,1.10066287875
197,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.858143939,1.07267992375
198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,26.16,1099.0,8220.0,75.0,0.0,0.0,0.0,59.0,0.850522167,1.06315270875
199,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8,26.16,1093.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311,1.06312788875
200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.8,25.9,1031.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766,1.0626709575
201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,25.9,1233.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766,1.0626709575
202,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.817424242,1.0217803024999998
203,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.65,4.15,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.809564394,1.2454836830769231
204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8,19.87,941.0,9900.0,0.0,0.0,0.0,0.0,55.0,0.800273829,1.00034228625
205,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,11.41,843.0,5670.0,50.0,0.0,0.0,0.0,31.5,0.800181818,1.0002272724999999
206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.8,11.61,760.0,4470.0,50.0,0.0,0.0,0.0,31.5,0.80007657,1.0000957124999998
207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8,28.08,737.0,10530.0,63.0,0.0,0.0,0.0,58.5,0.8,1.0
208,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.725,0.9062499999999999
209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.8,50.48,381.0,6930.0,45.0,0.0,0.0,0.0,58.5,0.688557555,0.86069694375
210,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.65,20.79,1141.0,8460.0,0.0,0.0,0.0,0.0,59.0,0.650040783,1.000062743076923
211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.65,12.52,1004.0,9540.0,44.0,0.0,0.0,0.0,53.0,0.64998056,0.9999700923076923
212,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.648106061,0.81013257625
213,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.8,4.15,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.640577652,0.800722065
214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.35,22.4,581.0,7350.0,0.0,0.0,0.0,0.0,51.5,0.35063299,1.0018085428571428
215,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.24625,0.3078125
216,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.35,4.3,1039.0,2160.0,0.0,0.0,0.0,0.0,12.0,0.952020202,2.7200577200000002
217,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,2.0,0.951420455,1.18927556875
218,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.8,3.94,1039.0,5400.0,0.0,0.0,0.0,0.0,20.0,0.912766667,1.14095833375
219,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.8,4.15,1039.0,1620.0,0.0,0.0,0.0,0.0,9.0,0.901262626,1.1265782825
220,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.858143939,1.07267992375
221,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8,26.16,1073.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311,1.06312788875
222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.8,26.16,1156.0,10620.0,75.0,0.0,0.0,0.0,59.0,0.850502311,1.06312788875
223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,25.9,1211.0,10260.0,60.0,0.0,0.0,0.0,57.0,0.850252525,1.06281565625
224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.8,25.9,1126.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850136766,1.0626709575
225,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.65,4.15,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.821354167,1.2636217953846154
226,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.805909091,1.0073863637499998
227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.8,11.61,1004.0,5670.0,50.0,0.0,0.0,0.0,31.5,0.800246753,1.00030844125
228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.8,11.61,1063.0,5670.0,50.0,0.0,0.0,0.0,31.5,0.800246753,1.00030844125
229,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.8,28.08,723.0,10530.0,50.0,0.0,0.0,0.0,58.5,0.8,1.0
230,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.8,42.27,465.0,9900.0,54.0,0.0,0.0,0.0,55.0,0.705576584,0.8819707299999999
231,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.681060606,0.8513257575
232,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.8,2.9,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.670075758,0.8375946974999999
233,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.8,4.15,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.601278409,0.7515980112499999
234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.7,27.13,530.0,9540.0,37.0,0.0,0.0,0.0,53.0,0.582301029,0.8318586128571429
235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.7,20.79,1297.0,10440.0,0.0,0.0,0.0,0.0,58.0,0.526810345,0.7525862071428572
236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.5,22.4,783.0,10170.0,23.0,0.0,0.0,0.0,56.5,0.500380799,1.000761598
237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.35,22.4,715.0,10170.0,23.0,0.0,0.0,0.0,56.5,0.35020649,1.0005899714285715
238,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.8,4.15,1039.0,1980.0,0.0,0.0,0.0,0.0,7.0,0.934607438,1.1682592975
239,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.35,4.3,1039.0,2700.0,0.0,0.0,0.0,0.0,8.0,0.908080808,2.5945165942857145
240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.8,25.9,1150.0,10170.0,70.0,0.0,0.0,0.0,56.5,0.900144811,1.12518101375
241,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,3.94,1039.0,1440.0,0.0,0.0,0.0,0.0,8.0,0.891723485,1.11465435625
